Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
09/08/2025 15:30,23.54733,5844.17,4422.641,1612.209,191,FORECAST
09/08/2025 16:00,35,6147.35,4551.243,1453.307,-141.5,FORECAST
09/08/2025 16:30,36.76344,6486.85,5353.11,1244.95,110.65,FORECAST
09/08/2025 17:00,74.63,6794.96,6042.329,1004.141,250.63,FORECAST
09/08/2025 17:30,133.5,7124.03,7038.627,781.453,700.64,FORECAST
09/08/2025 18:00,174.40639,7380.37,7443.636,649.454,716.36,FORECAST
09/08/2025 18:30,241.07889,7439.06,7507.644,646.786,718.66,FORECAST
09/08/2025 19:00,187.90151,7381.61,7464.636,656.354,743.53,FORECAST
09/08/2025 19:30,159.95,7227.05,7342.528,661.862,783.23,FORECAST
09/08/2025 20:00,133.5,7109.74,7092.518,670.122,656.09,FORECAST
09/08/2025 20:30,163.45,7045.08,7018.884,682.336,659.74,FORECAST
09/08/2025 21:00,128.45,6938.56,6781.984,695.916,540.96,FORECAST
09/08/2025 21:30,114.73,6799.41,6706.896,700.264,611.29,FORECAST
09/08/2025 22:00,100.40961,6612.07,6552.64,710.4,656.31,FORECAST
09/08/2025 22:30,112.58741,6427.82,6117.645,702.425,393.17,FORECAST
09/08/2025 23:00,114.73,6257.75,5838.234,700.276,280.88,FORECAST
09/08/2025 23:30,105.11636,6090.41,5712.637,698.163,321.24,FORECAST
10/08/2025 00:00,84.45,5943.44,5518.068,695.892,271.13,FORECAST
10/08/2025 00:30,82.91255,5811.53,5339.64,691.22,219.73,FORECAST
10/08/2025 01:00,77.53,5675.44,5255.75,683.69,265.03,FORECAST
10/08/2025 01:30,77.02989,5576.67,5199.636,691.084,315.95,FORECAST
10/08/2025 02:00,74.63,5495.37,5064.649,699.671,270.41,FORECAST
10/08/2025 02:30,74.63,5595.02,5066.981,706.769,179.36,FORECAST
10/08/2025 03:00,74.63,5558.85,5006.436,714.414,162.55,FORECAST
10/08/2025 03:30,75.82996,5546.94,5145.193,721.187,321.96,FORECAST
10/08/2025 04:00,75.82996,5537.64,5111.833,722.627,299,FORECAST
